Dialogue,Character,Label
There's no such thing as ghosts. No such thing.,not spongebob,0
No such thing as ghosts? No such thing as ghosts?! You don't believe in ghosts?!,not spongebob,0
SpongeBob?,not spongebob,0
"Ooh, scary!",not spongebob,0
No! No! That's impossible!  Ghosts! Ghosts!,not spongebob,0
"Dutchie, it worked! You got your scare back!",spongebob,1
"And me confidence, too. Now I feel like I can scare the living criminy out of anybody! All thanks to you, my boy.",not spongebob,0
"And, maybe your ship will be repaired soon.",spongebob,1
"Actually, I have a confession, SpongeBob. My ship's been done for three months now. Well, it was nice roomin' with ya.  Oh yeah, I almost forgot! I left you a little something something for all your trouble. Now, it's time for me to ruin more souls.",not spongebob,0
Good Ol' Dutchie!,spongebob,1
"Squidward, my man, you are perfect!  Oh, no, my kelp garden is all wilted! Don't worry, fellas, I've got just the thing to perk you up.  Kelp Grow! Hold still.",not spongebob,0
They're pretty.,not spongebob,0
Patrick?,not spongebob,0
And SpongeBob!,spongebob,1
What are you two doing here?,not spongebob,0
"Patrick is helping me to do good deeds today, like trimming your kelp garden.",spongebob,1
Stop eating my kelp!,not spongebob,0
"Okay, okay, jeez. Try to help a fella out.  I'll just have to eat this ice cream cone instead.",not spongebob,0
"Oh, do you like to eat ice cream, Patrick?",not spongebob,0
Yeah.,not spongebob,0
Then have some more!  Still want that ice cream?,not spongebob,0
"Boy, I do! Thanks, Squidward. Want some, SpongeBob? Last one to the cone is a rotten clam!",not spongebob,0
Are you done yet?,not spongebob,0
All done.,not spongebob,0
"Wow, I wish I had a bottle of that kelp grow stuff.",spongebob,1
"Here you go, SpongeBob.",not spongebob,0
Hey!,not spongebob,0
"Thank you, Patrick. You know, my shoes feel kinda tight.  Huh, nice and roomy.",spongebob,1
Do you want your grow juice back?,not spongebob,0
"Oh, no, I only paid for it. I wouldn't want to deprive you of it.",not spongebob,0
Okay.,not spongebob,0
Give me that!,not spongebob,0
But you said you didn't want it.,not spongebob,0
Fine! Why don't you two use it for your good deeds?,not spongebob,0
"That's a great idea, Squidward!",spongebob,1
"Yeah, I'll go first.",not spongebob,0
What did you do?,not spongebob,0
Ooh!,not spongebob,0
"Quite an improvement, don't you think?",not spongebob,0
"Oh, yes, I agree completely. Come on, Patrick, let's do some good deeding!",spongebob,1
Yay!,not spongebob,0
"Hey, get back here,  and fix my nose!",not spongebob,0
"Hey, Gary, that shell of yours looks a little cramped.",spongebob,1
Meow.,not spongebob,0
"There, now you've got plenty of space.",spongebob,1
Meow.,not spongebob,0
"Aha, they went this way.",not spongebob,0
"Meow, meow, meow, meow, meow, meow, meow, meow.",not spongebob,0
"Oh, tell me about it.",not spongebob,0
Meow.,not spongebob,0
There he is.,spongebob,1
Get ready.,not spongebob,0
"Now, Patrick!  There you go, Mr. Krabs. You always wanted to make big money.  Good deed accomplished! I ask for no reward.",spongebob,1
"You're a saint, SpongeBob! A saint!",not spongebob,0
"I know, and it is a burden I must carry. But time's a wasting! We need another good deed!",spongebob,1
"Oh, I got one! Um...you know that thing?",not spongebob,0
"Um, right, that thing that we did that day.",spongebob,1
"No, the other one. Um...",not spongebob,0
"SpongeBob!  Hey! Look at what you did to me. You better fix my nose, or you'll hear from my lawyer!",not spongebob,0
Are you sure?,spongebob,1
"Yeah, you'd be ugly again.",not spongebob,0
"Yes, I'm sure!",not spongebob,0
"Hmm, how to fix his nose?",spongebob,1
"What if you turn the bottle upside down, maybe it will shrink it?",not spongebob,0
"Patrick, that's brilliant!",spongebob,1
"No, wait, don't.",not spongebob,0
That didn't work.,spongebob,1
"Well, try it again.",not spongebob,0
"Hmm. I think I'll just even him out. First, a bigger head.",spongebob,1
Now his body is too small.,not spongebob,0
"Right, too small.",spongebob,1
Arms are too short.  Legs are too short.  Other arm.  Feet too small.  Teeth!  Belly button.  Perfect!,not spongebob,0
I look horrible!,not spongebob,0
Ew!  He inked!,not spongebob,0
"Well, pardon my anatomy!  What's happening?",not spongebob,0
All right!,not spongebob,0
What did you do to me?!,not spongebob,0
"I know! I know! Um, made you a monster!",not spongebob,0
And a giant.,spongebob,1
A giant monster!,not spongebob,0
I don't want to be a giant lumbering monster!  What will I do now?,not spongebob,0
"That's easy, play giant lumbering monster tag!",spongebob,1
Yeah! Yeah! You chase us!,not spongebob,0
"And we run around and scream like crazy!  Try and catch us, giant monster Squidward!",spongebob,1
"SpongeBob, come back here!",not spongebob,0
This is really fun.,spongebob,1
I know. We should do this...  ...more often.,not spongebob,0
A monster!,not spongebob,0
Monster!,not spongebob,0
Monster!,not spongebob,0
Huh?,not spongebob,0
"You are very good at pretending, Squidward. Look how you're all sweaty and angry, and you got the whole town to play along.",spongebob,1
What the?,not spongebob,0
Kick him!,not spongebob,0
Let's get him and make back bacon!,not spongebob,0
Scoop out his... eyeballs and use 'em as... giant... misshapen soccer balls!,not spongebob,0
"Wait. Maybe he's a nice monster, like in my story book.",not spongebob,0
"Oh, right, I, I haven't thought of that. Well, are you?",not spongebob,0
"Oh, goodness gracious, yes. Squidward is the nicest giant of them all.",spongebob,1
"Yeah! Squidward, tell them about all those times that you didn't punch me in the face.",not spongebob,0
Even though you really wanted to.,spongebob,1
"Oh, quiet, you moron!",not spongebob,0
He hurt the little one's feelings.,not spongebob,0
"Why, that's not very nice at all.",not spongebob,0
"Take him down, boys!",not spongebob,0
Ow!,not spongebob,0
This oughta fix him.,not spongebob,0
"Okay, okay, I'm nice.  Now will you leave me alone?",not spongebob,0
"Oh, yeah? Then prove it!",not spongebob,0
Yeah! Are you nice enough to...? Um...,not spongebob,0
Compliment me on my new hairdo?,not spongebob,0
"Yeah, sure, whatever.",not spongebob,0
"Oh, thank you.",not spongebob,0
Let the junior guppies camp out under your toenails?,not spongebob,0
Take me to the top of Mount Humongous?  Whee...!,not spongebob,0
Blow on my old windmill?,not spongebob,0
Do my homework?,not spongebob,0
Dust my attic?,not spongebob,0
Feed my snail?,not spongebob,0
"Wow, this giant really is friendly after all.",not spongebob,0
He taught my grandmother how to read!,not spongebob,0
He helped me start my own blimp ride company.,not spongebob,0
He helped me build a... a...,not spongebob,0
Bless you. Gesundheit.  Ahem?,not spongebob,0
What?,not spongebob,0
He didn't say bless you.,not spongebob,0
Get him!,not spongebob,0
Where'd he go?,not spongebob,0
Is that him over there?,not spongebob,0
"Uhh, I'm a lamppost?",not spongebob,0
"Oh. Well, let's go check down by the creek! We'll teach him to dip his feet!",not spongebob,0
"Well, Squidward, I guess this is your new life.  And this is your new bed.  Good night, old life.  I'll miss you.",not spongebob,0
"Good night, Squidward.",spongebob,1
Where are you?,not spongebob,0
"Patrick and I are having a sleepover, in your belly button.",spongebob,1
What the? Get out of there!  You two have ruined my life!,not spongebob,0
"Oh, Patrick, this is terrible! Squidward did not like the kindness we did him.",spongebob,1
So?,not spongebob,0
We shall do him another.  We did it!,spongebob,1
What the?,not spongebob,0
"Since our last kindness didn't go so well, we brought you a new one.",spongebob,1
"A giant clarinet?  And it sounds divine!  Now I'm too small to play my giant clarinet!  It was the most beautiful thing I've ever played!  Well, at least I still have my kelp garden.  What?  You cut it down?",not spongebob,0
We used your kelp to make a kelp-mâché clarinet.,spongebob,1
"Yee-haw! Get along, little amoebas!  I did it! It's sarsaparilla time!  Holy osmosis! I lived as an amoeba for a whole week!",not spongebob,0
"Can't get it to work, can never get it to work!",not spongebob,0
Hello?,not spongebob,0
"Karen, my Mainframe! I just made a scientific breakthrough. Let's go and celebrate, girl!",not spongebob,0
"I'm sorry, Sandy. I can't hear you because  someone can't shut up!",not spongebob,0
"That's okay, Karen. I'll tell you all about it later. Let's meet up tonight at the corner café!",not spongebob,0
"You got it, Bushy Tushy. I will definitely be there.  Okay, I'm off.",not spongebob,0
Those are not my test tubes!,not spongebob,0
Ugh. Don't wait up.,not spongebob,0
I don't know where they came from!,not spongebob,0
Whoa!,spongebob,1
Don't forget to signal.,not spongebob,0
"Oh, thanks for that, Mrs. Puff, I—",spongebob,1
Hello?,not spongebob,0
"Howdy, Powder Puff! You wanna step out with me and Karen tonight?",not spongebob,0
"Oh, yes, Sandy! I desperately need to step out.",not spongebob,0
"Ooh! You're talking to Sandy? Mrs. Puff, tell her I said, Hi! Tell her I said, Hi! Tell her I said, Hi!",spongebob,1
"We'll all meet up at the corner café tonight. Get ready to party, y'all!",not spongebob,0
Okay! See you soon!,not spongebob,0
"Tell her I said, Hi!",spongebob,1
Whoo.,not spongebob,0
"Tell her I said, Hi!",spongebob,1
"Mrs. Puff! Tell her I said, Hi!",spongebob,1
Yeah!,not spongebob,0
Y'all are never gonna believe what I did this week. It's about as crazy as a mule with a top hat!,not spongebob,0
Was it crazier than this?  Tell her I said 'Hi!' Tell her I said 'Hi!',not spongebob,0
"Sorry you day was tough, Puff. But my news will cheer your head off. I lived as a microscopic organism for a whole week!",not spongebob,0
"That's great, Sandy, but I've lived with a microscopic organism for 26 years and wait until you hear what that pipsqueak did today. He leaves his little telescope on the floor,  I rolled over it. It hurt like heck! And then, he gets mad at me for breaking it. Doesn't even ask if my wheel's okay.",not spongebob,0
"SpongeBob is the same way, Karen. After all these years of my trying to teach him how to drive, he doesn't know the first thing about a car!  I'm going crazy!",not spongebob,0
"Hey, hey, hey, hey. We're supposed to be having a good 'ol time, not a good 'ol cry.",not spongebob,0
I'm having a good time.,not spongebob,0
Me too.,not spongebob,0
"Look, guys. This is a girls night out. And I'm gonna make sure we have more fun than three rats in a pickle barrel!  Gal pals unite!",not spongebob,0
Yeah!,not spongebob,0
Gal pals!,not spongebob,0
"So, let me get this straight. Pranking Plankton will make me feel better?",not spongebob,0
You bet your sweet software it will. Now let's get pranking.,not spongebob,0
"Money, money, money, money, money, money, money.",not spongebob,0
Ready?  Yah!,not spongebob,0
"Ouch!  Krabs?! If I wasn't on probation, I'd call the cops!",not spongebob,0
"Plank-ter-ren, me old nemesis-ser!  I've got good news-erer: I'm leaving town and going back into the Navery, so I'm giving you me secret formuler-er-rer!",not spongebob,0
What? How do I know this isn't a trap-erer? Ah! You got me doing it!,not spongebob,0
It's a going away gift-erer.,not spongebob,0
I'll get me formuler-er out of me safe-er-er-er and meet you at the Krusty Krab-er-er-er.,not spongebob,0
"I'll meet you there, Eugene honey!  Kiss!",not spongebob,0
I think he bought it.,not spongebob,0
Psst! Come on!,not spongebob,0
Whoa-whoa! Wa-whoa! Whoa!,not spongebob,0
I'm here!,not spongebob,0
Plankton! You've interrupted me beauty sleep!,not spongebob,0
"Hey, Eugene. I'll just take the secret formuler-erer heh and be on my way.",not spongebob,0
Over my dead body!,not spongebob,0
"Whatever you say, Welcher!",not spongebob,0
"Y'know, you're right, Sandy. I do feel so much better!",not spongebob,0
Gal pals!,not spongebob,0
I'm not so sure about pranking SpongeBob. He can't help he's insufferable.,not spongebob,0
Nobody likes a good prank more than SpongeBob.,not spongebob,0
Mm. Okay.,not spongebob,0
"Virtual reality helmet, engaged.",not spongebob,0
"Shh, shh. All right, Karen. You're up.",not spongebob,0
Huh? C-coming!,spongebob,1
Hello? Can I help you?,spongebob,1
"Hello, Mr. SpongeBob. I'm just here to deliver your driver's license.  Congratulations.",not spongebob,0
"Oh, uh, thanks— My driver's license!",spongebob,1
And your new boat!,not spongebob,0
"My new boat!  Whoa, wow!  Am I dreaming?  Nope, it's for real.  Look at me, everyone! I'm driving! I'm driving!",spongebob,1
"Oh! That voice. Yes, you're driving! You're driving me crazy!  I know! Let's make the road really bumpy!",not spongebob,0
"Wha-what? Whoa!  Whoa! Ow!  Hm, those are some potholes.",spongebob,1
"Whoa, girl! Easy there. Maybe it's about time we let SpongeBob in on the joke.",not spongebob,0
Okay. I'll tell him. SpongeBob— SpongeBob!,not spongebob,0
Poor little guy! This is all my fault!,not spongebob,0
"No, Puff! This is all my fault!",not spongebob,0
Gal pals!,not spongebob,0
"Not now, Karen!",not spongebob,0
Sorry.,not spongebob,0
"Ooh, a turn. Better use my hand signals.",spongebob,1
SpongeBob! Look out!,not spongebob,0
"Hi, I'm driving. Hi, I'm driving. Hi, I'm driving!  Look, I got a license.  Whoo! Nothing but me and miles of road!  near a construction site]",spongebob,1
"We gotta stop this cart, gal pals!",not spongebob,0
"Whoa! Whoa!  I'll save you, SpongeBob!",not spongebob,0
Now I'm flying!  Whee!,spongebob,1
"Huh? Huh? Huh.  Huh?  Mrs. Puff? Oh, I see. You guys played a prank on me, huh? I love pranks!  Thank you, thank you, thank you! You gave me a chance to live my driving dream. And most importantly... Mrs. Puff saved my life! Now I will stay by your side forever!",spongebob,1
"Oh, no! No!",not spongebob,0
"Huh? Oh, you girls got me again!  Vroom! Vroom!",spongebob,1
I know somewhere where we can finish our ladies night in peace.,not spongebob,0
"Good one.  This was a great idea, Sandy.",not spongebob,0
"Yeah, what a nice place to relax.",not spongebob,0
"Vroom, vroom! Honk, honk! Beep, beep! Oh, look at me, Mrs. Puff! I'm driving!",spongebob,1
Men.  Gal pals!,not spongebob,0
Ah! Guests! Could I offer you some lemonade?,spongebob,1
"Man! That has to be the worst amusement park I have ever been to! I mean, we're lucky to escape with our lives!",not spongebob,0
I agree! The world will be a much better place when Glove World is gone for good!,not spongebob,0
"Excuse me, did you just mention Glove World?",spongebob,1
Yeah. Glove World. They're gonna close it. Tomorrow! Forever!,not spongebob,0
Close Glove World?! Has the world gone mad?!,spongebob,1
"Well, that depends on your definition.",not spongebob,0
"I'm sorry, I gotta go.",spongebob,1
Wh-wh-wh what about our lemonade?,not spongebob,0
Patrick!,spongebob,1
"I can't come out now, SpongeBob. I'm taking a shower.",not spongebob,0
"But, Patrick, it's Glove World! They're gonna...",spongebob,1
Glove World?,not spongebob,0
"Patrick, wait!",spongebob,1
"There it is, Patrick. Glove World.",spongebob,1
"Look at that guy, he must be the owner.",not spongebob,0
"Uh-huh, come on. Excuse us, sir, we heard a horrible rumor that you're gonna close Glove World forever.",spongebob,1
Close Glove World?! Has the world gone mad?!,not spongebob,0
"Here, son, take this. You don't wanna catch cold.",not spongebob,0
"Uh, it feels good.",not spongebob,0
"Ooh, that looks glovely on you, Patrick.",spongebob,1
Fits like a glove.,not spongebob,0
Glove size fits all.,spongebob,1
A penny saved is a penny gloved!,not spongebob,0
"You can leave a glove to gloves, but you can't make it glove.",spongebob,1
"She gloves me, she gloves me not.",not spongebob,0
All's fair in glove and war.,spongebob,1
Glove! Glove! Glove! Glove! Glove! Glove! Glove! Glove! Glove! Glove! Glove! Glove! Glove! Glove! Glove! Glove! Glove! Glove.,not spongebob,0
"Well, enjoy the hat. Now if you folks will excuse me, I have a rickety old theme park to close down.",not spongebob,0
"Then the rumors are true, you are gonna close Glove World!",spongebob,1
Yep.,not spongebob,0
Nooooo!,not spongebob,0
"I understand your concern, but really...",not spongebob,0
Nooooo!,not spongebob,0
"Oh, please, Mr. Soon To Be Ex-owner of Glove World. Could you see in your heart, to let us ride all our favorite rides? Just one last time.",spongebob,1
For all time's ride sake.,not spongebob,0
"Well, seeing as it's our last day of operation anyway, and as long as the two of you pay the full admission price, sure, go right ahead!",not spongebob,0
Thank you. Thank you. Thank you.,not spongebob,0
"Well, there she is, Patrick. It's time to say goodbye to the Tilt-A-Hurl.",spongebob,1
"Goodbye, Tilt-A-Hurl.",not spongebob,0
Ow!  Ow!  Ow!  Ow!  Ow!,not spongebob,0
We'll miss you.,not spongebob,0
"Goodbye, Glove Drop.",spongebob,1
So many fun memories on this ride.,not spongebob,0
"I know, Patrick, but we have to be brave.  Where to next, Patrick?",spongebob,1
"I think you know where, pal.",not spongebob,0
The Glove Boat. My most favorite ride in the entire glove kingdom. And it's the last time I'm ever gonna ride it.,spongebob,1
"Come on, buddy. Let's take our seats.",not spongebob,0
Wee.,not spongebob,0
"I just don't get it, I mean, why? Why must Glove World close?",spongebob,1
Beats me. Let's go ride the Ferris Wheel.,not spongebob,0
"Ew, did you hear that?",spongebob,1
Excuse me.,not spongebob,0
"No, not that it was... oh no, Patrick, look!",spongebob,1
Oh no! What am I looking at?,not spongebob,0
The Ferris Wheel. It ripped free of it moorings!,spongebob,1
Then you mean...,not spongebob,0
Uh-huh.,spongebob,1
"It somehow ripped free of it moorings!  SpongeBob, what are you doing? We must remain seated at all times!",not spongebob,0
We have to jump before this thing crashes! Come on!,spongebob,1
Bu-bu-bu-bu? But you know I'm allergic to jumping! You know that!,not spongebob,0
"Patrick, it's now or never! You can do this!",spongebob,1
"I uh, oh, if you say so.",not spongebob,0
"Nice job, Patrick.",spongebob,1
Thanks!,not spongebob,0
"Look!  Whoa, right in the middle of Glove Lake.",spongebob,1
That's really gonna spoil the view for the residents of Glove Castle.,not spongebob,0
"Patrick, I think the time has come for us to accept reality.",spongebob,1
"We've gone this far, why start now?",not spongebob,0
All I'm saying is maybe there's a reason Glove World is closing. I mean just look around you. Open your eyes.,spongebob,1
Okay.,not spongebob,0
"Move it, slowpoke!",not spongebob,0
"Hey, who you calling slowpoke, you sardine!",not spongebob,0
"See what I mean, Patrick? Glove World is on its last legs.",spongebob,1
"Yeah, or on its last finger.",not spongebob,0
I just wish there was something we can do.,spongebob,1
I know what we can do. Let's take a trip to Glove World to cheer ourselves up.,not spongebob,0
Wait a second.  That's it!,spongebob,1
It is?,not spongebob,0
"Of course, we just have to fix Glove World.",spongebob,1
We do?,not spongebob,0
"Then everybody will love it again, and then will have no choice but to keep Glove World open. Are you with me?",spongebob,1
"I think so. Yeah, I'm here.",not spongebob,0
"Okay, Patrick, this is it. Do you remember what to say?",spongebob,1
"SpongeBob, I'm not a stupid. Come one, come all, to the new, the improved...",not spongebob,0
Hall of mirrors.,spongebob,1
Hall of Mirrors!,not spongebob,0
"Wow, new and improved?  Wow, that's fantastic!",not spongebob,0
It's working.,spongebob,1
"Oh, I'll try it.  Hey! What kind of mirror is this!?",not spongebob,0
Ow!,spongebob,1
I'm glad they're closing this place down!,not spongebob,0
"Hey there, kid.  Ow! You little brat! I have had it! Three and a half weeks of working here and this is how I'm treated!? You're gonna have to pay for my shin-replacement surgery!",not spongebob,0
"I'm sorry you feel that way, but if we were to accommodate every employee-",not spongebob,0
"Accommodate this, boss man!",not spongebob,0
Great! Now where am I gonna find another mascot?,not spongebob,0
"Mr. Owner, Mr. Owner! Can I wear the Glovey Glove costume? Please, please? I've always wanted to try it on. And also, this hat you lent me earlier is turning to get little worn out. See?",not spongebob,0
"Well, sure, why not? I mean, what could go wrong?",not spongebob,0
Thanks!,not spongebob,0
"Here you go, little boy.",not spongebob,0
Thanks!,not spongebob,0
"Oh, oh! Glove ice cream!  Thanks!",not spongebob,0
"The park mascot, cutting in line?",not spongebob,0
And he stole my ice cream!,not spongebob,0
I thought he gave it to me.,not spongebob,0
"Boy, the swing ride is really slowing down. That's something I can fix.  Excuse me.  Much better.  Ooh.  There.",spongebob,1
"Huh? Hey, I landed safely!",not spongebob,0
"Hey, we landed safely!",not spongebob,0
He's insane! Run for your lives!,not spongebob,0
Come back here!,not spongebob,0
"Patrick, stop! What are you doing?",spongebob,1
I'm just trying to test their strength with this giant hammer.,not spongebob,0
"Listen, Patrick, do you hear that?",spongebob,1
"Yeah, it's the sound of total silence.  Plus tumbleweeds.",not spongebob,0
"Everybody's gone home, Patrick. We couldn't fix Glove World, and now it's over. And they're gonna close it, and there's nothing we can do.",spongebob,1
"Well, there is one thing we can do.",not spongebob,0
What are you doing?,not spongebob,0
"We're doing what any concerned, responsible person does when they're left no other choice.",spongebob,1
"Yeah, brother! We're chaining ourselves to a gate.",not spongebob,0
"Well, I hope you don't plan on staying chained for long. Or you'll miss the big grand opening tonight.",not spongebob,0
The grand what?,not spongebob,0
"The grand opening. The only reason we're closing down Glove World, it's because Glove Universe is opening tonight. See for yourself.",not spongebob,0
Glove Universe?!,not spongebob,0
"Isn't she something?  Well, you two have a good night.",not spongebob,0
"Glove Universe grand opening! Are you ready, Patrick?!",spongebob,1
You bet!,not spongebob,0
"Okay, let's get out of the chains. Give me the key.",spongebob,1
What key?,not spongebob,0
The key that I gave you. The key that unlocks these chains.,spongebob,1
"Oh, oh, oh, yeah, yeah, yeah, you told me to keep that in a safe place, remember?",not spongebob,0
So where you keeping it?,spongebob,1
At the bottom of Glove Lake. Where no one will ever find it!  SpongeBob?,not spongebob,0
"Gary, come and get it!  Gary? Gary? Gary? Gary? Gary?  Gary must have gotten an early start.  Rise and shine, Squidward! You don't wanna be late again.  Okay, see you at the Krusty Krab.  I guess Squidward needs his beauty sleep. Not everyone is blessed with my natural good looks.  Patrick, it's morning! You don't want to forget to wake up again.  Patrick? Okay, see you after work, sleepy head.  Slow day. Good night, Squidward. Good night, Mr. Krabs.  Gary, I'm home! Gary? You here, buddy?  Gary?  He hasn't touched his food!  Squidward! Open up!  Squidward, have you seen Gary? He's gone missing!  Squidward? Not a sign of Squidward anywhere. Squidward?  You up here? Hmm, Squidward's clarinet.  It's not even warm. Squidward's missing, too!  Patrick, open up! Squidward and Gary are missing!  Patrick's gone, too. What if everybody's gone?!  Mr. Krabs!  He's gone, too!  Sandy! She's gone.  Where did everybody go?!  Go! Go! Go! Everybody's gone! But I swear that I will keep the memory of Bikini Bottom alive, by living out their lives for them.  SpongeBob, will you be quiet? You're disrupting my genius.  Mr. Krabs, sir, can I have a raise?  No! Now get to work!  Yes, sir, Mr. Krabs, sir!  Excuse me, sonny, may I have a Krabby Patty Deluxe please?  Right away, sir! I mean... whatever. Hey, SpongeBob, we got an order for a Krabby Patty Deluxe. Heaven knows why.  Coming up, Squidward!  Excuse me, Sandy, but may I have some more of this delicious iced tea?  Why sure! Whoops, just a sec.  Why sure now, SpongeBob.  Good morning, class. Can anyone tell me the first thing you do when riding a boat?  Ahem, floor it?  That's right, you floor it. Excellent work, SpongeBob!  Why thank you, Mrs....  Pu... Pu... Puff!  This is pointless! I'm not Mrs. Puff! I can't replace everyone! I'll never be happy again!  Ooh, my driver's license!  That's the baby.  Hi, fella, it's me.  It's okay, I'm licensed.  Oh yeah, listen to that purr! La-la-la-  -la-la-la...  Good night, Boaty.  No! No!  No!  Oh, Gary, I had a nightmare that all my friends were gone! And I was driving a-!  So it was true! I... guess it's just you and me now, Boaty.  This is where I work. Do you want to help me cook up some Krabby Patties? Great!  Back when everyone was around, they used to enjoy these. Here, try one.  What? You don't like Krabby Patties? Huh! Well, I guess we can still make this work.  Whew. Boy, we learned a lot about each other today. You know? I thought I'd go crazy without all my friends and acquaintances around, but it looks like you were all I needed to stay sane!  What? A puppet of my old best friend?  Made entirely out of Krabby Patty Meat?  Oh, Boaty, you are a card.  Sorry I'm late, Patrick. Boaty was telling me a joke.",spongebob,1
You're awfully chummy with that guy for someone who has it out for you.,not spongebob,0
"Who, Boaty?  Oh no. He's... Really?",spongebob,1
I can't talk now. He's watching us.,not spongebob,0
"Wait, Patrick! Don't go!  Huh? Nothing! Boaty! I... I'm just going to bed.",spongebob,1
Three days later...,not spongebob,0
"Dear diary, not sure if I can trust any vehicle. Run for it as soon as the coast is clear.      Huh?",spongebob,1
"Sheesh. Calm down, boy.",not spongebob,0
"You're all still alive? Well, where did you go?",spongebob,1
It was National No SpongeBob Day.,not spongebob,0
National No SpongeBob Day?,spongebob,1
Yeah. A whole day dedicated to getting away from you.,not spongebob,0
A day? But you guys have been gone for weeks.,spongebob,1
Uhh... yeah well... we kinda milked it a little.,not spongebob,0
"You too, Patrick?",spongebob,1
Yeah. Everyone needs at least one day away from...,not spongebob,0
I'm... glad you had fun.,spongebob,1
"Aww, cheer up, boy. It's a whole day inspired by you.",not spongebob,0
Really?,spongebob,1
"Of course.  First, we build a giant wooden effigy of you, then we burn it to the ground.  Whoo-hoo! Burn, baby!  And dance on the ashes like there was no tomorrow.",not spongebob,0
Wow. A whole day dedicated to me.,spongebob,1
"Big deal. Wait 'til you see No Patrick Day. Come on, everyone. Let's go!  Where'd everybody go? Hello? Hello?",not spongebob,0
"Oh, oh.",spongebob,1
"No, no, just—",not spongebob,0
Whoa.,spongebob,1
"It's harder to walk, but worth it.",not spongebob,0
"Ahh, the perfect end to a perfect day: buying ourselves the perfect ice cream.",spongebob,1
So many flavors.,not spongebob,0
Whoo-hoo!,not spongebob,0
"Hmm, what brand should we buy, Hogen Duep?",spongebob,1
"No, that's too fancy.",not spongebob,0
Rocky road!,not spongebob,0
With real rocks!,not spongebob,0
"Rocky road, unlike our friendship, which is a smooth avenue and will never have any bumps.",spongebob,1
Bump.  When did food get so ugly?,not spongebob,0
"Lonely Krab Dinner for One: Now 30% lonelier. Eee, can't believe what they're charging for this frozen debris, and I can't believe they're selling so much of it. But it sure is convenient.",not spongebob,0
"Can you imagine if they had frozen Krabby Patties at the supermarket? Oh, that would be so convenient, everyone in the world could enjoy them.",spongebob,1
"SpongeBob, that's a million dollar idea that I just had that you just said before me.",not spongebob,0
"Hello, welcome to my commercial. Would you like the convenience of a Krabby Patty at home, without the hassle of going to the Krusty Krab? Well, now you can.  Have delicious Krabby Patties any time you want.  They're in your grocer's freezer section. Buy them. I want your money! Did you get that, Pearly-girl?",not spongebob,0
"Yes, Daddy, and stop babying me!",not spongebob,0
"So, Mr. Grouper, what do you think?",not spongebob,0
Call me Don.,not spongebob,0
"Oh, well, okay, Don. Will this make me rich?",not spongebob,0
"Mr. Krabs, if you wanna sell zero Krabby Patties and wind up in the poor house, then I say go with your commercial.",not spongebob,0
Oh.,not spongebob,0
"But if you really want to be rich, keep your mouth shut, and listen to us, sir.",not spongebob,0
Ooh. Okay.,not spongebob,0
"Let me introduce you to the team here at GGK. That's Barry Goby, Rob Koi, and Limia with her team from creative. Everyone, this is Mr. Krabs and a yellow box.",not spongebob,0
"Oh, uh, actually, my name is Spon-",spongebob,1
Let's say we give a look-see at what we've cooked up for you.,not spongebob,0
"The Krabby Patty, a mainstay of dining in Bikini Bottom for a very long time,  like an old friend, but not too old, because research shows us old is gross.",not spongebob,0
"Yes, oh, it's absolutely...",not spongebob,0
"Oh, of course...",not spongebob,0
Just gross.,not spongebob,0
"Yeah, no, it's disgusting.",not spongebob,0
"Well, I don't think old is gross.",not spongebob,0
"Goo-goo, social networking, ah, ah!",not spongebob,0
"Exactly. Now, here are some of the slogans we've been kicking around.",not spongebob,0
"Krabby Patties: Like a friend, but edible.  Krabby Patties: The shut-in's favorite patty.  And finally, Krabby Patties: Shove 'em in your mouth-hole!",not spongebob,0
"Ooh, ooh, ooh, ooh, I have a slogan!",spongebob,1
"Oh, uh, Krabby Patties: Taste so nice that they... taste nice.",spongebob,1
"Let's just leave it to the professionals, boy-o.",not spongebob,0
"The thing is, Frozen Krabby Patties are a convenience for everyone, and we need a campaign that says exactly that. We need a regular guy to represent all consumers.",not spongebob,0
Me!,spongebob,1
Someone everyone can relate to...,not spongebob,0
"Oh, me, me!",spongebob,1
"With a face that says, I love Krabby Patties.",not spongebob,0
"We find that face, and we have our campaign.",not spongebob,0
And I've got the perfect guy for the job.,not spongebob,0
"Krabby Patties: They taste so nice, that they taste nice.",not spongebob,0
"Hey, that was my slogan.",spongebob,1
"Great stuff, huh? This guy is gonna be a star!",not spongebob,0
I'm already a star.,not spongebob,0
That's the attitude.,not spongebob,0
"Hey, SpongeBob, now that I'm finished doing whatever it is I'm doing, you wanna go play?",not spongebob,0
"Sorry, yellow box, Patrick has to make a personal appearance at the mall.",not spongebob,0
I—oh...,spongebob,1
"Don, will this commercial really help me make money?",not spongebob,0
"You need to call your bank, Krabs, because they are gonna have to build an extra vault to hold all the extra money.",not spongebob,0
"Ooh, I do declare, Mr. Grouper, I believe I have a case of the vapors.",not spongebob,0
"I told you, call me Don.",not spongebob,0
Don.,not spongebob,0
"Of course, you could double, maybe even triple or quadruple that money, if you... No, forget it.",not spongebob,0
What? Forget what? What? What?! What are you saying?,not spongebob,0
"Well, we ran some numbers and realized that you could make a lot more money if you... changed the formula.",not spongebob,0
How much a lot more?,not spongebob,0
A lot a lot more.,not spongebob,0
